Poblacion,Estado,Tipo,Concesionario,Distintivo,Banda,Frecuencia,Potencia W,Inicio,Fin,Latitud,Longitud,Altura,
VERACRUZ,VER.,(C)**,"CADENA REGIONAL RADIO FORMULA, S.A. DE C.V.",XHETF,FM,106.1,25000,04/07/04,03/07/16,191125,960912,10,
VERACRUZ,VER.,(C)**,"XEFM, S.A.",XHFM,FM,94.9,25000,10/06/03,09/06/15,191125,960912,10,
VERACRUZ,VER.,(C)**,"RADIO INTEGRAL, S.A. DE C.V.",XHIL,FM,88.5,25000,04/07/04,03/07/16,191125,960912,10,
VERACRUZ,VER.,(C),"STEREOREY MÉXICO, S.A.",XHPS,FM,93.3,30937,10/11/07,09/11/19,191125,960912,10,
VERACRUZ,VER.,(C),"FRECUENCIA MODULADA DE VERACRUZ, S.A. DE C.V.",XHPB,FM,99.7,49503,11/03/05,10/03/17,191125,960912,10,
VERACRUZ,VER.,(C),"FRECUENCIA MODULADA DIGITAL DE VERACRUZ, S.A. DE C.V.",XHPR,FM,101.7,80640,26/01/03,25/01/15,191125,960912,10,
VERACRUZ,VER.,(C),"XEQT, S.A.",XHQT,FM,106.9,10000,Es frecuencia adicional de la XEQT-AM,,191125,960912,10,
VERACRUZ,VER.,(C),"FRECUENCIA MODULADA TROPICAL, S.A. DE C.V.",XHRN,FM,96.5,39330,21/07/06,20/07/18,191125,960912,10,
VERACRUZ,VER.,(C),"RADIO TIPO, S.A.",XHTS,FM,102.9,50000,13/06/02,12/06/14,191125,960912,10,
VERACRUZ,VER.,(C),"STEREOREY MÉXICO, S.A.",XHVE,FM,100.5,92070,15/06/08,14/06/20,191125,960912,10,
VERACRUZ,VER.,(C)**,"CADENA RADIODIFUSORA MEXICANA, S.A. DE C.V.",XHWB,FM,98.9,25000,04/07/04,03/07/16,191125,960912,10,
VERACRUZ,VER.,(P)*,SIMÓN VALANCI BUZALI,XHVER,FM,90.9,3000,01/11/11,31/10/23,191125,960912,10,
XALAPA,VER.,(C)**,"RADIO XEJH, S.A. DE C.V.",XHJH,FM,92.9,25000,27/03/10,26/03/20,193217,965433,1417,
XALAPA,VER.,(C)**,"RADIO FAVORITA, S.A.",XHGR,FM,104.1,25000,04/07/04,03/07/16,193217,965433,1417,
XALAPA,VER.,(C)**,"XEJA, S.A.",XHJA,FM,102.5,25000,04/07/04,03/07/16,193217,965433,1417,
XALAPA,VER.,(C)**,"XEKL, S.A.",XHKL,FM,93.7,25000,04/07/04,03/07/16,193217,965433,1417,
XALAPA,VER.,(C),"LA MAQUINA TROPICAL, S.A. DE C.V.",XHOT,FM,97.7,50000,14/04/02,13/04/14,193217,965433,1417,
XALAPA,VER.,(C),"RADIO XEOZ, S.A. DE C.V.",XHOZ,FM,91.7,10000,Es frecuencia adicional de la XEOZ-AM,,193217,965433,1417,
XALAPA,VER.,(C),"XHTZ-FM, S.A.",XHTZ,FM,96.9,30000,08/02/04,07/02/16,193217,965433,1417,
XALAPA,VER.,(C),"FRECUENCIA 98, S.A. DE C.V.",XHWA,FM,98.5,22126,14/04/02,13/04/14,193217,965433,1417,
XALAPA,VER.,(P),GOBIERNO DEL ESTADO DE VERACRUZ,XHXAL,FM,107.7,30000,04/05/10,03/05/15,193217,965433,1417,
XALAPA,VER.,(C)**,"RADIODIFUSIÓN MODERNA, S.A. DE C.V.",XHZL,FM,103.3,25000,04/07/04,03/07/16,193217,965433,1417,
XALAPA,VER.,(P)*,UNIVERSIDAD VERACRUZANA,XHRUV,FM,90.5,25000,14/08/13,13/08/25,193217,965433,1417,
CHEMAX,YUC.,(P),COMISIÓN NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDÍGENAS,XHCHX,FM,90.5,10,29/07/09,28/07/21,203918,875614,28,
CONKAL,YUC.,(C)**,"PUBLICIDAD Y PROMOCIÓN DEL SURESTE, S.A. DE C.V.",XHRRF,FM,88.5,25000,04/07/04,03/07/16,210424,893115,9,
CONKAL,YUC.,(C)**,"GRUPO RADIODIGITAL SIGLO XXI, S.A. DE C.V.",XHYK,FM,101.5,25000,08/09/13,07/09/25,210424,893115,9,
KANASIN,YUC.,(C),"MULTIMEDIA DEL SURESTE, S.A. DE C.V.",XHMIA,FM,89.3,50000,24/09/07,23/09/19,205604,893328,9,
KANASIN,YUC.,(C)**,"LA VOZ EN YUCATÁN DEL RADIO, S.A. DE C.V.",XHFCY,FM,105.9,25000,04/07/04,03/07/16,205604,893328,9,
MÉRIDA,YUC.,(C),"RADIO MÉRIDA, S.A.",XHMH,FM,95.3,25000,Es frecuencia adicional de la XEMH-AM,,205804,893718,10,
MÉRIDA,YUC.,(C),"MVS RADIO DE MÉRIDA, S.A. DE C.V.",XHMRA,FM,99.3,98580,25/08/07,24/08/19,205804,893718,10,
MÉRIDA,YUC.,(C),"RADIO MIL DEL SUR, S.A. DE C.V.",XHMYL,FM,92.1,2850,Es frecuencia adicional de la XEMYL-AM,,205804,893718,10,
MÉRIDA,YUC.,(C),"STEREO MAYA, S.A. DE C.V.",XHGL,FM,97.7,80000,04/07/04,03/07/16,205804,893718,10,
MÉRIDA,YUC.,(P),"INSTITUTO PARA LA PROTECCIÓN DEL MEDIO NATURAL, A.C.",XHIPM,FM,102.3,3000,31/08/99,R,205804,893718,10,
MÉRIDA,YUC.,(C)**,"RADIO MAYAB, S.A.",XHMQM,FM,90.9,25000,04/07/04,03/07/16,205804,893718,10,
MÉRIDA,YUC.,(C),"SÚPER ESTERO PENINSULAR, S.A. DE C.V.",XHMRI,FM,93.7,100000,23/07/06,22/07/18,205804,893718,10,
MÉRIDA,YUC.,(C),"SIPSE, S.A. DE C.V. ",XHMT,FM,98.5,15000,17/01/10,16/01/20,205804,893718,10,
MÉRIDA,YUC.,(C)**,"LA VOZ DEL MAYAB, S.A.",XHPYM,FM,103.1,25000,04/07/04,03/07/16,205804,893718,10,
MÉRIDA,YUC.,(C)**,"RADIO PODEROSA, S.A. DE C.V.",XHQW,FM,90.1,25000,16/10/10,15/10/20,205804,893718,10,
MÉRIDA,YUC.,(P),UNIVERSIDAD AUTÓNOMA DE YUCATÁN,XHRUY,FM,103.9,14850,15/04/03,R,205804,893718,10,
MÉRIDA,YUC.,(C)**,"RADIO PROGRESO DE YUCATÁN, S.A. DE C.V.",XHUL,FM,96.9,25000,01/09/13,31/08/25,205804,893718,10,
MÉRIDA,YUC.,(C),"RADIO TRANSMISORA DEL PACIFICO, S.A. DE C.V.",XHVG,FM,94.5,10000,Es frecuencia adicional de la XEVG-AM,,205804,893718,10,
MÉRIDA,YUC.,(P),INSTITUTO MEXICANO DE LA RADIO,XHYUC,FM,92.9,100000,14/04/11,13/04/23,205804,893718,10,
MÉRIDA,YUC.,(C),"SIPSE, S.A. DE C.V.",XHYU,FM,100.1,15000,19/02/08,18/02/20,205804,893718,10,
MÉRIDA,YUC.,(C),"TRANSMISORA REGIONAL RADIO FORMULA, S.A. DE C.V.",XHZ,FM,105.1,25000,Cambio de frecuencia de la estación XEZ-AM,,205804,893718,10,
MÉRIDA,YUC.,(P),SECRETARÍA DE EDUCACIÓN PÚBLICA,XHYRE,FM,107.9,3000,12/06/13,11/06/25,205804,893718,10,
MOTUL,YUC.,(P),UNIVERSIDAD AUTÓNOMA DE YUCATÁN,XHMOT,FM,100.9,3000,06/12/00,R,210542,891659,2,
PETO,YUC.,(P)**,COMISIÓN NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDIGENAS,XHPET,FM,105.5,6000,14/08/87,N.D.,200732,885517,40,
SAMAHIL,YUC.,(P),COMISIÓN NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDÍGENAS,XHSMH,FM,95.9,10,29/07/00,28/07/21,205309,895322,6,
SAN ANTONIO ZODZIL,YUC.,(P),COMISIÓN NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDÍGENAS,XHSAZ,FM,91.5,10,28/07/02,28/07/21,205256,893818,15,
SAN PEDRO NOHPAT,YUC.,(C)**,"TROPIRADIO DEL SURESTE, S.A. DE C.V.",XHYW,FM,106.7,25000,07/02/08,06/02/18,205657,893313,17,
TEMOZON,YUC.,(C)**,"RADIO VALLADOLID, S.A. DE C.V.",XHMET,FM,91.9,25000,30/11/02,29/11/14,204815,881210,30,
TIZIMIN,YUC.,(P),UNIVERSIDAD AUTÓNOMA DE YUCATÁN,XHMIN,FM,94.5,3000,06/12/00,R,210833,880953,20,
TIZIMIN,YUC.,(C)**,"LA VOZ DEL CARIBE, S.A.",XHUP,FM,96.3,6000,04/07/04,03/07/16,210833,880953,20,
VALLADOLID,YUC.,(C)**,"MEDIOS ELECTRÓNICOS DE VALLADOLID, S.A. DE C.V.",XHUM,FM,92.7,25000,14/02/04,13/02/16,204122,881206,30,
YAXCOPOIL,YUC.,(P),COMISIÓN NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDÍGENAS,XHYAX,FM,96.5,10,29/07/02,28/07/21,204407,894400,15,
FRESNILLO,ZAC.,(C),"RADIODIFUSORA XEMA 690 AM, S.A. DE C.V.",XHEMA,FM,107.1,25000,Cambio de frecuencia de la estación XEMA-AM,,231032,1025203,2178,
FRESNILLO,ZAC.,(C)**,"RADIODIFUSORA XEQS 930 AM, S.A. DE C.V.",XHQS,FM,90.3,25000,11/08/08,10/08/20,231032,1025203,2178,
FRESNILLO,ZAC.,(C)**,SUCN. DE JUANA GALLEGOS ROJAS,XHEL,FM,95.1,3000,03/07/04,02/07/16,231032,1025203,2178,
FRESNILLO,ZAC.,(C),"RADIODIFUSORA XHFRE 100.5 FM, S.A. DE C.V.",XHFRE,FM,100.5,100000,27/07/08,26/07/20,231032,1025203,2178,
FRESNILLO,ZAC.,(C)**,SUCN. DE JUANA GALLEGOS ROJAS,XHIH,FM,103.3,32270,20/07/10,19/07/20,231032,1025203,2178,
FRESNILLO,ZAC.,(C)**,"RALLA ZACATECANA, S.A. DE C.V.",XHYQ,FM,98.5,25000,21/09/08,20/09/20,231032,1025203,2178,
FRESNILLO,ZAC.,(P),JOSEFINA REYES SAHAGÚN,XHRRA,FM,106.1,3000,01/08/12,31/07/24,224510,1023028,2272,
GUADALUPE,ZAC.,(C),JUAN ENRÍQUEZ RIVERA,XHGAP,FM,94.7,50000,26/04/06,25/04/18,224510,1023028,2272,
GUADALUPE VICTORIA,ZAC.,(C),"RADIO ALEGRÍA DE TLALTENANGO, S.A. DE C.V.",XHTGO,FM,90.1,25000,Cambio de frecuencia de la estación XETGO-AM,,214943,1031700,1680,
JALPA,ZAC.,(C)**,"COMUNICACIÓN INSTANTÁNEA, S.A. DE C.V.",XHFP,FM,98.3,25000,26/11/04,25/11/16,213753,1025846,1384,
JALPA,ZAC.,(P)*,JOSEFINA REYES SAHAGÚN,XHJRS,FM,95.1,3000,30/11/11,29/11/23,213753,1025846,1384,
JEREZ DE GARCÍA SALINAS ,ZAC.,(C)**,ARNOLDO RODRÍGUEZ ZERMEÑO ,XHXM,FM,89.1,25000,09/03/08,08/03/18,223855,1025925,2000,
JEREZ,ZAC.,(P),ARNOLDO RODRÍGUEZ ZERMEÑO,XHJRZ,FM,90.7,3000,01/08/12,31/07/24,223855,1025925,2000,
RIO GRANDE,ZAC.,(C)**,"RADIODIFUSORAS DE ZACATECAS, S.A.",XHZC,FM,97.1,25000,04/07/04,03/07/16,234921,1030211,1857,
ZACATECAS,ZAC.,(C)**,JOSÉ JESÚS JAQUEZ ACUÑA,XHEPC,FM,89.9,8500,16/11/07,15/11/17,224618,1023431,2426,
ZACATECAS,ZAC.,(C)**,"RADIO PUBLICIDAD ZACATECANA, S.A. DE C.V.",XHLK,FM,106.5,3000,04/07/04,03/07/16,224618,1023431,2426,
ZACATECAS,ZAC.,(C)**,"XEZAZ-AM, S.A. DE C.V.",XHZAZ,FM,99.3,10000,30/11/04,29/11/16,224618,1023431,2426,
ZACATECAS,ZAC.,(C)**,"RAZA PUBLICIDAD, S.A. DE C.V.",XHEXZ,FM,93.3,3000,02/03/10,01/03/20,224618,1023431,2426,
ZACATECAS,ZAC.,(C),JUAN ENRÍQUEZ RIVERA,XHZTS,FM,91.5,50000,26/04/06,25/04/18,224618,1023431,2426,
ZACATECAS (CERRO DE LA VIRGEN),ZAC.,(C),ARNOLDO RODRÍGUEZ ZERMEÑO,XHZER,FM,96.5,100000,04/06/05,03/06/17,224406,1023355,2857,wiki
ZACATECAS (CERRO DE LA VIRGEN),ZAC.,(P),GOBIERNO DEL ESTADO DE ZACATECAS,XHZH,FM,97.9,2810,15/11/05,14/11/17,224406,1023355,2857,wiki
